,gini
ENSG00000023516,0.07089012864422763
ENSG00000023572,0.1720171145143667
ENSG00000023608,0.09802434850410684
ENSG00000023697,0.358195165403084
ENSG00000023734,0.105138306741413
ENSG00000023839,0.33334782106274485
ENSG00000023892,0.7279019786643942
ENSG00000023902,0.41170364475045684
ENSG00000023909,0.1987148316393441
ENSG00000024048,0.05855549420518437
ENSG00000024422,0.5206995803911687
ENSG00000024526,0.7068762487592629
ENSG00000024862,0.2413113628716524
ENSG00000025039,0.17545345681605803
ENSG00000025156,0.05392074541362123
ENSG00000025293,0.21717608515123601
ENSG00000025423,0.623586211348646
ENSG00000025434,0.31406642272718216
ENSG00000025708,0.6315214111192118
ENSG00000025770,0.2652036202540722
ENSG00000025772,0.22331050496956822
ENSG00000025796,0.10775938801386421
ENSG00000025800,0.04901445549573918
ENSG00000026025,0.7187071649231543
ENSG00000026103,0.5654844481783337
ENSG00000026297,0.6596394710891236
ENSG00000026508,0.7149514274803028
ENSG00000026559,0.4262352466958169
ENSG00000026652,0.5127003341181455
ENSG00000026751,0.8223313736540112
ENSG00000027001,0.23062353269073912
ENSG00000027075,0.8136626205003668
ENSG00000027644,0.69052613543946
ENSG00000027697,0.5394540826686299
ENSG00000027847,0.21299433896294154
ENSG00000027869,0.785271514844717
ENSG00000028116,0.7319485780140673
ENSG00000028137,0.8215954078074856
ENSG00000028203,0.08574611488249154
ENSG00000028277,0.6421475841458372
ENSG00000028310,0.15957984876399206
ENSG00000028528,0.307292451791885
ENSG00000028839,0.153416073856892
ENSG00000029153,0.5897388755712966
ENSG00000029363,0.08644968872735116
ENSG00000029364,0.11291269785383799
ENSG00000029534,0.7305890701743193
ENSG00000029559,0.7712765242008452
ENSG00000029639,0.14433442332558422
ENSG00000029725,0.14125150662228467
ENSG00000029993,0.3630488118702416
ENSG00000030066,0.14689581497946844
ENSG00000030110,0.22300839863433766
ENSG00000030304,0.5901681720985175
ENSG00000030419,0.3194637661069336
ENSG00000030582,0.356250086818873
ENSG00000031003,0.14984572256509254
ENSG00000031081,0.5116960867724877
ENSG00000031691,0.35586560032015724
ENSG00000031698,0.1491773818237179
ENSG00000031823,0.14944871867148468
ENSG00000032219,0.06032630485385496
ENSG00000032389,0.1559681049350836
ENSG00000032444,0.19008642500645825
ENSG00000032742,0.21835111951873562
ENSG00000033011,0.17656548669782762
ENSG00000033030,0.17524223621103385
ENSG00000033050,0.11922576705598319
ENSG00000033100,0.23470405861598898
ENSG00000033122,0.412875122514984
ENSG00000033170,0.4132652564708625
ENSG00000033178,0.09879327206590412
ENSG00000033327,0.37615059467434836
ENSG00000033627,0.1373138985161228
ENSG00000033800,0.25840135984060847
ENSG00000033867,0.5404116138475269
ENSG00000034053,0.1393525235023318
ENSG00000034152,0.1858067660134675
ENSG00000034239,0.6270304686296129
ENSG00000034510,0.4600022622878978
ENSG00000034533,0.09115893322823024
ENSG00000034677,0.26768995769058584
ENSG00000034693,0.11782219199241979
ENSG00000034713,0.12388314270114371
ENSG00000034971,0.6946687854314738
ENSG00000035115,0.11281337521717616
ENSG00000035141,0.22208921355924363
ENSG00000035403,0.375707924960471
ENSG00000035499,0.41161099294329356
ENSG00000035664,0.5598218670454602
ENSG00000035681,0.12610346917812604
ENSG00000035687,0.35050921347535025
ENSG00000035720,0.5436335380932229
ENSG00000035862,0.3779137937893648
ENSG00000035928,0.2507327094361388
ENSG00000036054,0.20883591707672217
ENSG00000036257,0.13805055536460364
ENSG00000036448,0.4539065466712766
ENSG00000036473,0.5688644307484786
ENSG00000036530,0.3310006428260728
ENSG00000036549,0.21369669209006834
ENSG00000036565,0.7580659280767561
ENSG00000036672,0.18445813395636
ENSG00000036828,0.768238257656728
ENSG00000037042,0.12666713128365653
ENSG00000037241,0.15501677278920267
ENSG00000037280,0.7389043592025306
ENSG00000037474,0.10324070733988495
ENSG00000037637,0.04616879391383852
ENSG00000037749,0.156801604077726
ENSG00000037757,0.0825064241257947
ENSG00000037897,0.5135848480707038
ENSG00000038002,0.4033080202600973
ENSG00000038210,0.2240103789900844
ENSG00000038219,0.13679094308520529
ENSG00000038274,0.2300039305285411
ENSG00000038295,0.681198797945257
ENSG00000038358,0.13889070827730607
ENSG00000038382,0.234122456479424
ENSG00000038427,0.7729787027866147
ENSG00000038532,0.19125149069073533
ENSG00000038945,0.8122299074352328
ENSG00000039068,0.7249512466807886
ENSG00000039123,0.13189208298704214
ENSG00000039139,0.45736510984654194
ENSG00000039319,0.3739418741082333
ENSG00000039523,0.3158872282471727
ENSG00000039537,0.28937839517155167
ENSG00000039560,0.3439003768813096
ENSG00000039600,0.642086963161087
ENSG00000039650,0.16187815612512618
ENSG00000039987,0.502750534144039
ENSG00000040199,0.21220969713376742
ENSG00000040275,0.03488668148519532
ENSG00000040341,0.14495682261432202
ENSG00000040487,0.19147462637052753
ENSG00000040531,0.23989019367767928
ENSG00000040608,0.3792464951741018
ENSG00000040633,0.22863257017435581
ENSG00000040731,0.4438301282841839
ENSG00000040933,0.27548151138086474
ENSG00000041353,0.5124119284567927
ENSG00000041357,0.23034864826411486
ENSG00000041515,0.615284221690724
ENSG00000041802,0.11652903893509677
ENSG00000041880,0.3667405986378135
ENSG00000041982,0.7996884337049858
ENSG00000041988,0.1524135031327024
ENSG00000042062,0.1929028197628831
ENSG00000042088,0.29349800891588745
ENSG00000042286,0.25192394536922136
ENSG00000042317,0.1657144839760447
ENSG00000042429,0.07964032546282179
ENSG00000042445,0.2697539021782684
ENSG00000042493,0.6351587483458909
ENSG00000042753,0.19894511876580728
ENSG00000042781,0.5073770915949904
ENSG00000042813,0.5782325088079927
ENSG00000042832,0.5175055799145436
ENSG00000042980,0.8138296444706246
ENSG00000043039,0.6408598913571442
ENSG00000043093,0.16480908409901499
ENSG00000043143,0.19165967362652842
ENSG00000043355,0.687332460158339
ENSG00000043462,0.7616821530135816
ENSG00000043514,0.1306584563121075
ENSG00000043591,0.537245622034615
ENSG00000044012,0.8333333333333334
ENSG00000044090,0.2744210065377184
ENSG00000044115,0.3399880922543457
ENSG00000044446,0.19412016427875114
ENSG00000044459,0.40368290141219043
ENSG00000044524,0.48376654645169687
ENSG00000044574,0.19018593859584787
ENSG00000046604,0.6934140048936936
ENSG00000046647,0.29298455117455213
ENSG00000046651,0.15249636418867504
ENSG00000046653,0.4625695060275356
ENSG00000046889,0.5157765387947172
ENSG00000047056,0.13697996274109567
ENSG00000047188,0.15998935132991257
ENSG00000047230,0.24563680573479452
ENSG00000047249,0.18968897479525004
ENSG00000047315,0.17168104171487553
ENSG00000047346,0.08348893759503903
ENSG00000047365,0.5070146462289815
ENSG00000047410,0.13418677515933108
ENSG00000047457,0.5927055617857967
ENSG00000047578,0.179499483818276
ENSG00000047579,0.1763504733777049
ENSG00000047597,0.42606477908698326
ENSG00000047617,0.738925038495353
ENSG00000047621,0.15144934352794456
ENSG00000047634,0.18253834834074875
ENSG00000047644,0.16983798503774175
ENSG00000047648,0.620764286137203
ENSG00000047662,0.5463561081019874
ENSG00000047849,0.2196336808977127
ENSG00000047932,0.10325944351530321
ENSG00000047936,0.729034004422819
ENSG00000048028,0.20770754449344878
ENSG00000048052,0.3060497892360293
ENSG00000048140,0.24867344026778182
ENSG00000048162,0.09346415272934966
ENSG00000048342,0.2600393899759373
ENSG00000048392,0.2017616449097855
ENSG00000048405,0.19794607603532346
ENSG00000048462,0.6795165028794333
ENSG00000048471,0.38456200693743947
ENSG00000048540,0.5309897457573455
ENSG00000048544,0.051169603889399944
ENSG00000048545,0.6171159039116095
ENSG00000048649,0.0770218462740332
ENSG00000048707,0.1270347099988414
ENSG00000048740,0.3878600859759059
ENSG00000048828,0.1587893359236514
ENSG00000048991,0.38714721432560156
ENSG00000049089,0.5805775514509872
ENSG00000049130,0.4604986517618157
ENSG00000049167,0.07709120962026532
ENSG00000049192,0.521762814775521
ENSG00000049239,0.2067226068244617
ENSG00000049245,0.1768965634535982
ENSG00000049246,0.24697420160297345
ENSG00000049247,0.5370994013259841
ENSG00000049249,0.6535342742769641
ENSG00000049283,0.5722531482349584
ENSG00000049323,0.2620219048328501
ENSG00000049449,0.32451158065514535
ENSG00000049540,0.40560307336624946
ENSG00000049541,0.12599936743609874
ENSG00000049618,0.08334120474075016
ENSG00000049656,0.06265006750147831
ENSG00000049759,0.30149162818152847
ENSG00000049768,0.5611542542207751
ENSG00000049769,0.3090810577461408
ENSG00000049860,0.2390226319464241
ENSG00000049883,0.1549013939628708
ENSG00000050030,0.3208565034485315
ENSG00000050130,0.08934921094730058
ENSG00000050165,0.30851777908403094
ENSG00000050327,0.6235397417807069
ENSG00000050344,0.30889908368427355
ENSG00000050393,0.13579925243348176
ENSG00000050405,0.34223462736950727
ENSG00000050426,0.2182747007398421
ENSG00000050438,0.4157353358381367
ENSG00000050555,0.7626577420935652
ENSG00000050628,0.6178320821376093
ENSG00000050730,0.49339847059118
ENSG00000050748,0.17636487378137702
ENSG00000050767,0.4472654729950465
ENSG00000050820,0.19632643622856805
ENSG00000051009,0.1880328483148701
ENSG00000051108,0.41445085518234764
ENSG00000051128,0.5375718718198763
ENSG00000051180,0.36781615184711036
ENSG00000051341,0.4475819343212698
ENSG00000051382,0.1208201543545537
ENSG00000051523,0.8188600435748665
ENSG00000051596,0.16024680157961652
ENSG00000051620,0.5165926030999838
ENSG00000051825,0.13870651645797835
ENSG00000052126,0.31234027077711607
ENSG00000052344,0.7245885729261271
ENSG00000052723,0.10795672900836982
ENSG00000052749,0.2461394743294092
ENSG00000052795,0.24026734233297703
ENSG00000052802,0.28971368952989224
ENSG00000052841,0.10238019296117233
ENSG00000052850,0.7630731738569431
ENSG00000053108,0.6688313264211381
ENSG00000053254,0.39479480659948246
ENSG00000053328,0.3281268033272073
ENSG00000053371,0.2088079683203427
ENSG00000053372,0.16612862640457193
ENSG00000053438,0.5539233219224172
ENSG00000053501,0.18938090701377266
ENSG00000053524,0.3113144787415358
ENSG00000053702,0.4773726862904427
ENSG00000053747,0.65940636640564
ENSG00000053770,0.1463291529134571
ENSG00000053900,0.08852705079356965
ENSG00000053918,0.5493444800593034
ENSG00000054116,0.14704238685410753
ENSG00000054118,0.11539804219834347
ENSG00000054148,0.29360102882046446
ENSG00000054179,0.7900640402979076
ENSG00000054267,0.13773127551162656
ENSG00000054277,0.42825524912431084
ENSG00000054282,0.1675136824231999
ENSG00000054356,0.4877017534117455
ENSG00000054392,0.23733751820531998
ENSG00000054523,0.24337253955366508
ENSG00000054598,0.8279798027818657
ENSG00000054611,0.3855541897602714
ENSG00000054654,0.6524541239826785
ENSG00000054690,0.6851893861758174
ENSG00000054793,0.11952460334757857
ENSG00000054796,0.7008372067250338
ENSG00000054803,0.5261374611588605
ENSG00000054938,0.3700610746674338
ENSG00000054965,0.07895012411116918
ENSG00000054967,0.2696198466906687
ENSG00000054983,0.1834737193808674
ENSG00000055044,0.1446787014381492
ENSG00000055070,0.19863059709330402
ENSG00000055118,0.4406979826286088
ENSG00000055130,0.15312466794385926
ENSG00000055147,0.17922742136417888
ENSG00000055163,0.2831773255285135
ENSG00000055208,0.35125904259840135
ENSG00000055211,0.18340814646997702
ENSG00000055332,0.25336917827749716
ENSG00000055483,0.13572114565418464
ENSG00000055609,0.16478084944547572
ENSG00000055732,0.7138632296259437
ENSG00000055813,0.4760469845455201
ENSG00000055917,0.1692997659483753
ENSG00000055950,0.2003104592656576
ENSG00000055955,0.4281291464448943
ENSG00000055957,0.6884856399189008
ENSG00000056050,0.1808349502847178
ENSG00000056097,0.09942897520488082
ENSG00000056277,0.17416541060092014
ENSG00000056291,0.7162722666099374
ENSG00000056487,0.6553869121328003
ENSG00000056558,0.4199142297335428
ENSG00000056586,0.11055337374335737
ENSG00000056736,0.6326442176113178
ENSG00000056972,0.3614461359915925
ENSG00000056998,0.649220415667082
ENSG00000057019,0.20226798930296333
ENSG00000057149,0.8333333333333334
ENSG00000057252,0.3557337117778356
ENSG00000057294,0.7346628690326825
ENSG00000057468,0.22580678336808777
ENSG00000057593,0.6594155810989992
ENSG00000057608,0.1575126420673953
ENSG00000057657,0.7111163625936057
ENSG00000057663,0.17028144629292385
ENSG00000057704,0.5890107399898415
ENSG00000057757,0.11650967972866728
ENSG00000057935,0.15315763332157897
ENSG00000058056,0.19997523849358226
ENSG00000058063,0.17889726772648457
ENSG00000058085,0.5720998859179157
ENSG00000058091,0.38181678635127453
ENSG00000058262,0.26112488779644005
ENSG00000058272,0.2026805076623165
ENSG00000058335,0.45901963648168487
ENSG00000058404,0.40812046238402294
ENSG00000058453,0.09955133529331037
ENSG00000058600,0.0652348887169723
ENSG00000058668,0.4289251803464876
ENSG00000058673,0.18002751191905825
