go_id,auc_sim,auc_real
GO:0014823,0.5291366407305125,0.6025827790064033
GO:0015031,0.483059019242154,0.5618175755165814
GO:0015698,0.5253591461712225,0.4633624013801367
GO:0015701,0.5088770415503086,0.5729627006644095
GO:0015711,0.5587920683240319,0.6487814754689755
GO:0015721,0.6009443302109515,0.602225535847068
GO:0015804,0.534474885844749,0.5581465555895714
GO:0015908,0.572748000014499,0.5112728008357149
GO:0015914,0.547855891537817,0.6056018431882174
GO:0016042,0.547591419192305,0.5389921973521543
GO:0016055,0.4742595580827485,0.5641500759659462
GO:0016064,0.4085375133160855,0.7948270815295815
GO:0016079,0.6828187924328595,0.6940105363096011
GO:0016125,0.555740698470669,0.6126276659451659
GO:0016192,0.5169166190915345,0.6137127711223892
GO:0016197,0.4600492529698415,0.527993167933831
GO:0016226,0.5217737158331215,0.6608778609631458
GO:0016236,0.471078652393558,0.5940963112529581
GO:0016239,0.464777718536573,0.5754472989364698
GO:0016241,0.4911108019649725,0.6448268845117406
GO:0016266,0.4365446824005625,0.45466804874795774
GO:0016310,0.4829712051465845,0.5493041996208903
GO:0016311,0.4359550935128345,0.48185146300976167
GO:0016338,0.464219043270938,0.5517108874458875
GO:0016339,0.543402910032757,0.5967282876242096
GO:0016358,0.5110683532728799,0.5975033126604647
GO:0016477,0.463757042823308,0.5873131458324192
GO:0016485,0.5204512456059915,0.5460948915174519
GO:0016525,0.475466641572613,0.6083766006533025
GO:0016540,0.5568840487734705,0.5145444995440448
GO:0016567,0.491845967211228,0.576261715222643
GO:0016570,0.450812042556082,0.5551740542135047
GO:0016573,0.5218877032520325,0.6301470764933403
GO:0016575,0.4874491559894245,0.5855128209298291
GO:0016579,0.5114982418590426,0.5220714880018777
GO:0016601,0.5055473399589705,0.5233127625140729
GO:0016925,0.491687164721735,0.5668732545855406
GO:0016973,0.5743383223406056,0.6151990296215895
GO:0017015,0.541766590534196,0.5311884380692591
GO:0017148,0.47198886995496847,0.5722058359990507
GO:0017156,0.6299536714807725,0.6181865013639907
GO:0017157,0.5903486502496404,0.6452946088302802
GO:0017158,0.7075984681325931,0.6805532864357864
GO:0018105,0.48230937154452047,0.5732591949552966
GO:0018107,0.4684716496157175,0.5943235915228882
GO:0018108,0.48880691099246854,0.5672177118691488
GO:0018149,0.4919556705651535,0.8033237811318757
GO:0018230,0.403500507549803,0.5105526056551485
GO:0018279,0.5523530413916344,0.6271426506884905
GO:0018345,0.429734990593634,0.47189535994952636
GO:0019082,0.430714225268681,0.49234728485714907
GO:0019216,0.45880433083176997,0.5317583115365444
GO:0019221,0.5557908599738065,0.6420194011387085
GO:0019226,0.6148148148148149,0.6428854617604618
GO:0019228,0.515673651663604,0.5368908237928242
GO:0019233,0.6164488152441969,0.6400353474462854
GO:0019369,0.5487706501719145,0.56488099168183
GO:0019722,0.485473136341656,0.5659131669745922
GO:0019731,0.47583107119601553,0.7842841836587285
GO:0019827,0.5303457464003025,0.6317918042958017
GO:0019835,0.49884796523180197,0.7426205908002895
GO:0019882,0.440945638304043,0.6395916715380618
GO:0019915,0.5333808182632115,0.5070466168669482
GO:0019933,0.5364856136312994,0.5844971173096174
GO:0019934,0.5609867519415259,0.63418841668754
GO:0021510,0.4395874574894675,0.4523330445830446
GO:0021549,0.473469611143037,0.5552205179659169
GO:0021762,0.4804956431166325,0.6438643488206528
GO:0021766,0.4787672959633865,0.6128187285121635
GO:0021772,0.414068379971417,0.48968678571428575
GO:0021915,0.47530065094031004,0.5110337448559671
GO:0021983,0.5286468244906245,0.6455171384654401
GO:0021987,0.5471345106399725,0.5604072226301577
GO:0022008,0.452971668249446,0.5360349290716033
GO:0022038,0.5987421782513105,0.6890303463203463
GO:0022604,0.5146108839394465,0.5796585341430674
GO:0022617,0.5704942542213884,0.6403821816026656
GO:0022900,0.494404289673761,0.6190535761444926
GO:0023019,0.5624469912793859,0.4265616715838173
GO:0030010,0.49254449437631753,0.47917705785267206
GO:0030030,0.417312316889363,0.5416700129299759
GO:0030032,0.4676005772005775,0.49824486069666435
GO:0030036,0.44331945812447304,0.5460684309358487
GO:0030041,0.5134760417460196,0.6354260077863731
GO:0030071,0.4866181818181815,0.5727632286465565
GO:0030073,0.604406349206349,0.5361578504456869
GO:0030097,0.5146407090851535,0.6085941477832063
GO:0030099,0.5365423642820899,0.7152276402020183
GO:0030100,0.5106956396652536,0.5641636166709991
GO:0030101,0.5932640844177255,0.6732041353139294
GO:0030148,0.5726099435502325,0.6504477842933113
GO:0030150,0.49843999695609154,0.6964586544011544
GO:0030155,0.4879938241128895,0.5311222540384977
GO:0030163,0.4917589483561705,0.5344005327690973
GO:0030168,0.485057378410279,0.5851593999565972
GO:0030177,0.4594531660146655,0.5265635013507852
GO:0030178,0.468362125245797,0.5174182469208084
GO:0030182,0.503523286359892,0.5611556246622806
